Headline,Day,Published_Date,Published_Region,Timings,Meetings
Madurai Today for Monday Jan 22,Monday,2018-01-22,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, West Veli Street, 7 a.m.; Quality Care Hospital, Ellis Nagar and AG Church, Gomathipuram, 7 p.m."
Duterte’s critic undeterred by intimidation,Sunday,2018-01-21,INTERNATIONAL,[],"Law student Jover Laurio, 38, runs one of the hottest blogs in the Philippines, the Pinoy Ako Blog. Being one of the most steadfast critics of the Philippine President, Rodrigo Duterte, she chronicles extrajudicial killings and dissects false claims made by him and his circle.
Until a few months ago, she was able to do it anonymously, even as the blog gained dedicated readers.
But during a Senate hearing last year on criticism in the media, Mr. Duterte’s social media team exposed her as the force behind the blog. Within days, his supporters were making threats against her and publishing her personal information, including her home address and where she studied.
“I wrote behind the cloak of anonymity, because when you write something against the government, about the children who are orphaned in this war on drugs, and if you call out the administration for false claims, you receive hate from the government’s army of trolls,” Ms. Laurio said in an interview, during an event for the release of a book based on her blog.
Libel suit
One of Mr. Duterte’s backers has directly taken aim at Ms. Laurio, accusing her in a lawsuit of online libel. She has counter-sued. Another sent her an online message in which he threatened to smash her face with a baseball bat the next time he saw her — suggesting that he was watching.
Through all that, Ms. Laurio’s posts on the Pinoy Ako Blog, written in Tagalog language, have lost none of the dark humour and sarcasm that made the site so popular.
Long before she was dragged into the public eye, Ms. Laurio experienced one struggle after another. She was orphaned at an early age: She was 10 when her mother died of appendicitis, she said, and her inconsolable father turned to alcohol and quickly followed suit.
She was passed among a series of relatives, mostly on the central Philippine island of Masbate, until she turned 16, when she was officially adopted by an aunt. She decided to go to Manila to study law, she said, because she wanted to help those who cannot afford legal help.
Attack on credibility
Her online critics have attacked her credibility by saying she suffered a breakdown a decade ago and tried to commit suicide. Ms. Laurio was ready with an answer: She not only bluntly confirmed it, she went deeper, saying she has struggled with repressed anger since being molested as a child.
Then there have been the political accusations, among them that she was being paid by the political campaign for Mr. Duterte’s closest rival in the 2016 election, Mar Roxas. She acknowledges volunteering for the Roxas campaign during the election, but insisted that she took no money for her work there.
Ms. Laurio credits her blog’s popularity to a sense that ordinary Filipinos are growing more impatient with the government. Many have also been struck by her courage since government officials identified her.
In naming the star blogger as one of its Filipinos of the Year, the Philippine Daily Inquirer said that Ms. Laurio “stood out for her patriotic daring”.NY Times"
Madurai Today (Sat&Sun),Saturday,2018-01-20,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Accolades for youth,Tuesday,2018-01-16,METRO PLUS,[]," Anonymous revolving around the lives of two self-destructive parents told through the eyes of their feisty daughter, Urvashi Bahuguna for her poetry, Miss Fatima based on her Geography teacher and Spilt on the oil spill in Chennai a few years ago.
The other short-listed candidates were Shreya Ila Anusuya and Vijeta Kumar.
Although Hema Nayak didn’t win the award for creative writing in Kannada (it went to Manjunayak Chellam for his short story Foo), she received the loudest applause for her short-listed poem Flat Chest, which reflected societal judgements on women’s bodies. The other short-listed name was Praveen Kumar G. for Drum Beat .
In the short film category, Shreyas Dashrathe won the award for his film Bismaar Ghar and Kunjilla Mascillamani for her film Gi . She conveyed a powerful message of speaking out against sexual harassment of women in the film industry. The short-listed names were Dhruv Sathija for his film, Welcome Valentine and Prachi Sharma for Vaishali .
In photography, Aishwarya Arumbakkam won for her photo series: Ahp on a Cambodian woman and ‘Ka Dingiei’, a series featuring the Khasi community of Lama Punji of Jaflong, Sylhet. Taha Ahmad won for his series Swan Song of the Badlas , which was about the Badla community, known for their embroidery that is a slowly dying skill.
Sagar Shirishkar made it to the short list for his series Katib-e-taqdeer on calligraphist Mohammed Ghalib who is passionate about his craft.
In the music category, Prabh Deep won for his hip-hop track Classikh , while Rohan Rajadhyaksha and The Sine Painter were short listed for FEAR Bounce and Pt. 13 , respectively. The evening concluded with the screening of Nagesh Hegde’s Kuli — a heart-rending story of a young boy — that made it to the long list. This year the quality of films were higher than that of other years."
Accolades for youth,Tuesday,2018-01-16,METRO PLUS,[]," Anonymous revolving around the lives of two self-destructive parents told through the eyes of their feisty daughter, Urvashi Bahuguna for her poetry, Miss Fatima based on her Geography teacher and Spilt on the oil spill in Chennai a few years ago.
The other short-listed candidates were Shreya Ila Anusuya and Vijeta Kumar.
Although Hema Nayak didn’t win the award for creative writing in Kannada (it went to Manjunayak Chellam for his short story Foo), she received the loudest applause for her short-listed poem Flat Chest, which reflected societal judgements on women’s bodies. The other short-listed name was Praveen Kumar G. for Drum Beat .
In the short film category, Shreyas Dashrathe won the award for his film Bismaar Ghar and Kunjilla Mascillamani for her film Gi . She conveyed a powerful message of speaking out against sexual harassment of women in the film industry. The short-listed names were Dhruv Sathija for his film, Welcome Valentine and Prachi Sharma for Vaishali .
In photography, Aishwarya Arumbakkam won for her photo series: Ahp on a Cambodian woman and ‘Ka Dingiei’, a series featuring the Khasi community of Lama Punji of Jaflong, Sylhet. Taha Ahmad won for his series Swan Song of the Badlas , which was about the Badla community, known for their embroidery that is a slowly dying skill.
Sagar Shirishkar made it to the short list for his series Katib-e-taqdeer on calligraphist Mohammed Ghalib who is passionate about his craft.
In the music category, Prabh Deep won for his hip-hop track Classikh , while Rohan Rajadhyaksha and The Sine Painter were short listed for FEAR Bounce and Pt. 13 , respectively. The evening concluded with the screening of Nagesh Hegde’s Kuli — a heart-rending story of a young boy — that made it to the long list. This year the quality of films were higher than that of other years."
Madurai Today,Saturday,2018-01-13,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Friday,2018-01-12,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-01-11,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Wednesday,2018-01-10,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, RC School, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Monday,2018-01-08,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, West Veli Street, 7 a.m.; Quality Care Hospital, Ellis Nagar and AG Church, Gomathipuram, 7 p.m."
Awareness programme conducted,Monday,2018-01-08,TAMIL NADU,[]," Anonymous gave tips on how to escape from the habit of consuming liquor.
Kadiravan, RTO, Salem East, and John Joseph, Correspondent of the Holy Cross School, also spoke at the event.
More than 750 school and college vehicle, taxi and auto drivers attached to the Salem East, West and South RTO offices participated in the programme.
Transport Department sources said that similar exercise will be a regular feature."
"New Year resolutions keep Capital’s gyms, salons busy",Sunday,2018-01-07,NEW DELHI,[],"From wanting to lose weight to just trying out a new look, Delhiites’ new year resolutions have been keeping the Capital’s gyms, salons and clinics busy in the first week of 2018.
Smriti Manchanda, the chief operating officer of Gold’s Gym in East of Kailash, said that the gym sees an increase in membership at the beginning of every year. “This week, we have had maximum enquiries and several people have paid for gym memberships. Every year, the enquiries increase by around 40%, of which nearly 70% get memberships,” she said.
Yoga centres
In fact, the gym targets those whose new year goal is to become fit, with a campaign called ‘I take an oath to be fit’ in January, she said. It’s not only gyms, but centres offering yoga have also seen an increase in takers.
“At the beginning of every year, we have people signing up for new memberships and this year is no exception. We usually witness a 30 to 40% increase in memberships in the first few weeks. Along with New Year’s resolutions, the guilt of indulgence during the holidays encourages people to seek memberships,” said Zubin Atré, the founder of Atré Yoga Studio in Shahpur Jat.
In the first week of January, the yoga studio saw more calls regarding membership along with more traffic on its site, he said, adding that new courses and workshops were introduced to accommodate new members. Along with fitness centres, dieticians also experienced an increase in consultations.
“There are a lot of enquiries during this time of the year. People have it in their minds to start diets but the actual rush in consultations is experienced in the latter half of January and in February,” said Dr Karun Makhija, a dietician practising in Greater Kailash-II.
While improving fitness and health is a popular resolution, many people have also been visiting salons for makeovers.
Aastha Vohra, the regional manager of the Geetanjali Salon chain, said: “Every new year, people come for complete makeovers. To change their looks, people tend to get new haircuts and get their hair coloured in bright and vibrant shades.”
More procedures
A student from Dehradun who was visiting Delhi for the holiday season, Naina Singh, was among those who opted for a dramatic change — from long hair to pixie cut. “Getting a hair makeover was on my mind for a long time. The new year seemed like the perfect opportunity to go ahead with it,” said Ms. Singh.
Dermatology and trichology clinics also reported an increase in minor procedures during the end of last year and the beginning of this year. Arpit Goel, the executive director of Berkowits Hair and Skin Clinic chain said there had been an increase in patients, partly due to the festive season and the fact that people wanted to try new looks.
“People who have been delaying their decisions to get hair and skin procedures done find the motivation to do it when the new year starts. There is an increase in people getting hair transplants, laser hair removal and anti-ageing procedures. We experience up to 40% increase in procedures done during this time,” he said.
There has also been an increase in the number of people wanting to make a serious change to their lives by quitting a bad habit. In the past week, approximately 10% more people have started attending meetings organised by Muktidaan, an alcoholics anonymous group conducting activities in Punjabi Bagh, according to a spokesperson."
Madurai Today,Wednesday,2018-01-03,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, RC School, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-01-02,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Monday,2018-01-01,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, West Veli Street, 7 a.m.; Quality Care Hospital, Ellis Nagar and AG Church, Gomathipuram, 7 p.m."
Madurai Today,Saturday,2017-12-30,TAMIL NADU,"['7 p.m.', '7.30 p.m.', '6 p.m.', '7 p.m.', '5 p.m.', '7 p.m.', '7 p.m.', '6.30 p.m.', '7 a.m.', '5.45 p.m.', '6.30 p.m.', '7 p.m.', '6.30 p.m.', '6.45 p.m.', '5 p.m.', '6.30 p.m.', '10 a.m.', '7.30 a.m.', '6.30 p.m.', '6 a.m.', '2 p.m.', '6 p.m.', '5.30 a.m.', '7.45 a.m.', '10 a.m.', '11.45 p.m.', '10 a.m.', '6 p.m.', '6 a.m.', '6.30 p.m.', '10 a.m.', '4 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '7 p.m.', '6 p.m.', '0 a.m.', '8.30 a.m.', '10.30 a.m.', '6 p.m.', '10 a.m.', '11 a.m.', '6.30 p.m.', '11 a.m.', '11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Ahana Hospital, Anna Bus Stand; Quality Care Hospital, Ellis Nagar, and R. C. School, Palanganatham, 7 p.m.
Sunday
RELIGION
Selva Vinayagar Temple: Discourse by Shanmuga Tirukkumaran, Railway Colony, 7.30 p.m.
Meenakshi Sundareswarar Temple: Ennai kappu utsavam; procession of deity, Pudu Mandapam, 6 p.m. and Chithirai Streets, 7 p.m.; Thevaram-Tiruvasagam classes, Tirukkalyana Mandapam, 5 p.m.
Koodal Alagar Temple: Vaikunta Ekadasi, procession of deity, 7 p.m.
Navaneetha Krishnaswamy Temple: Vaikunta Ekadasi festival. North Masi Street, 7 p.m.
Mottai Vinayagar Temple: Discourse by Ilampirai Manimaran, East Masi Street, 6.30 p.m.
Panniru Tirumurai Mandram: Pannisai, Meenakshi Sundareswarar Temple, 7 a.m.
Ramakrishna Mutt: Discourse by Raja, 5.45 p.m.; bhajan and aarathi, 6.30 p.m.
Divine Life Society: Satsangh and bhajan, Meenakshi Sundareswarar Temple, 7 p.m.
Arulgnana Sabai: Discourse by T. K. Subramanian, Thiagarajar College of Engineering, 6.30 p.m.
Swami Tatwananda Ashram: Discourse by Samananda, P and T Nagar, 6.45 p.m.
Arsha Parampara: Discourse, 5 p.m.; ‘Sundara Kaandam’ parayanam , Andalpuram, 6.30 p.m.
Sri Aurobindo Study Forum: Discourse Subramany, Veerapanjan, 10 a.m.
Gita Bhavanam: Gita yagnam; 3 Kamarajar Salai, 7.30 a.m.
Srimad Bhagavad Gita Sravana Samajam: Gita parayanam, Mahal Sixth Street, 6.30 p.m.
Sivananda Satsangh Bhavan: Paavai parayanam and discourse by Swaroopananda, Thoppur, 6 a.m.
Tiruppavai-Tiruvempavai Isai Palli: Bhajan, Manoraj Kalyana Mahal, Pookkara Lane, 2 p.m.; Paavai parayanam, Meenakshi Sundareswarar Temple, 6 p.m.
St. Lourde’s Shrine: Holy mass, K. Pudur, 5.30 a.m., 7.45 a.m., 10 a.m. and 11.45 p.m.
Church of Christ: Sunday service, Gnanaolivupuram, 10 a.m. and 6 p.m.
CULTURE
International Sivananda Yoga Vedanta Centre: Yoga and meditation classes; 444 KK Nagar, 6 a.m., 6.30 p.m., 10 a.m. and 4 p.m. (for women).
Prajapita Brahmakumaris Ishwariya Vishwa Vidyalaya: Free rajayoga meditation classes; 36 Meenakshi Nagar, 40 Sambandamoorthy Street; 47 B CMR Road and 357 Anna Nagar, 6.30 a.m. and 5.30 p.m.
Universal Peace Sanctuary: Meditation class, 138 Kamarajar Salai, 6 a.m. and 7 p.m.
Tamil Nadu Children Film Society: Children film festival, Maniyammai Nursery School, 6 p.m.
GENERAL
Madurai Sivakasi Nadars Pioneer Meenakshi Women’s College: NSS camp, Poovanthi, 9.3 0 a.m.
ICAI: National convention for CA students, Raja Muthiah Mandram, 8.30 a.m.
Institution of Engineers: Meeting, 120 Feet Road, 10.30 a.m.
New Century Book House: Book exhibition, 80 West Tower Street, 6 p.m.
CAMS: Computer expo, MADITSSA Hall, 10 a.m.
Lions Club of Madurai City: R. Gurumoorthy speaks, 87 Swami Vivekananda Nagar, 11 a.m.
Madurai Central Junior Chamber: K. Palanivel Murugan speaks, Hotel Arasan Sapthagiri, Anna Nagar, 6.30 p.m.
Sivananda Tapovanam: Medical camp, Thoppur, 11 a.m.
AA: Meeting; U. C. School, West Veli Street, 11 a.m.; R. C. School, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, K. K. Nagar, and Railway Institute, 7 p.m."
A cycling mission against alcoholism and tobacco,Saturday,2017-12-30,KERALA,[],"Having turned 57, cycling continues to be the passion of K.M.H. Lakshman, as proven by his bicycle campaign from Palakkad to Kasaragod, cautioning people against the ill-effects of liquor and smoking.
Mr. Lakshman, who took a brief recess at the pilgrim centre of Anandashram in Kanhangad on Thursday evening, said he told people he met along the National Highway about the dangers of alcoholism and shared Alcoholic Anonymous helpline numbers. He started the trip from Palakkad, his native town, on Sunday.
“If one person heeds my advice, I will be very happy. Alcoholism, according to unofficial sources, has led to over 400 suicides in Kerala, and the State stands third in alcohol consumption,” he said.
Mr. Lakshman has cycled from the West Coast city of Kochi to Velankanni in the East Coast. He has undertaken several such journeys in his endeavour against alcoholism, he told The Hindu here on Friday."
Madurai Today,Friday,2017-12-29,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Tuesday,2017-12-26,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street, 7 p.m."
Madurai Today,Monday,2017-12-25,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, West Veli Street, 7 a.m.; Quality Care Hospital, Ellis Nagar and AG Church, Gomathipuram, 7 p.m."
Madurai Today,Friday,2017-12-22,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Wednesday,2017-12-20,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, RC School, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2017-12-19,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Monday,2017-12-18,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting; Holy Redeemers Church, West Veli Street, 7 a.m.; Quality Care Hospital, Ellis Nagar, and AG Church, Gomathipuram, 7 p.m."
Madurai Today,Friday,2017-12-15,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Wednesday,2017-12-13,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting, RC School, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
